,uid,apply_type,cet4,cet6,grade_points,honour,project,ranking_absolu,ranking,level,location,label,score
48,54,0.0,464.0,428.0,0.9625,国家励志奖学金nan国家级国家奖学金nan国家级交通科技大赛三等奖nan院级企业优化建模三等奖nan国家级校优秀团员nan校级校优秀学生干部nan校级校优秀学生会干部nan校级自治区三好学生nan省市级,nannannan,34.0,1.0,1.0,15.0,1.0,86.4
49,55,0.0,520.0,0.0,0.9525,国家励志奖学金nan国家级校二等奖学金nan校级校三好学生nan校级精神文明先进个人nan校级传统插花大赛优胜奖重庆市北碚区 “静观杯”中国传统插花大赛优胜奖省市级优秀营员北京大学城市规划与设计学院“优秀营员”校级优秀共青团员nan校级杰出贡献奖西南大学第一届花园建造节“杰出贡献奖”院级,“深圳市建成区植物调查”课题1.深圳市建成区植物调查2018年进展报告2.深圳建成区植物调查指标体系3.深圳市建成区植物观赏效果图谱4.深圳市建成区植物群落图谱等省市级论文《浅谈园林废弃物的生态处理及资源化利用》无省市级,54.0,2.0,2.0,50.0,0.0,0.0
51,57,0.0,488.0,459.0,0.8699999999999999,全国大学生英语竞赛三等奖省市级国家奖学金nan国家级国家励志奖学金nan国家级甘肃农业大学三好学生nan校级甘肃农业大学三号学生nan校级优秀共青团员nan校级三基知识竞赛一等奖校级化学知识与技能竞赛一等奖校级寒假社会实践作品甘肃农业大学大学生寒假社会实践作品 一等奖校级林学院春季运动会跳远甘肃农业大学林学院春季运动会跳远 第三名院级全国计算机等级考试全国计算机等级考试二级合格证书（MS office）国家级“金啼林韵”三等奖甘肃农业大学林学院“金啼林韵”三等奖院级林学院心理知识竞赛甘肃农业大学林学院心理知识竞赛二等奖院级英语阅读竞赛甘肃农业大学英语阅读竞赛 三等奖校级环保知识竞赛全国大学生环保知识竞赛优秀奖其他教师资格证合格证初中化学教师资格证合格证其他艾滋病知识竞赛全国大学生艾滋病知识竞赛优秀奖其他英语阅读竞赛优秀奖甘肃农业大学阅读竞赛优秀奖校级运动会跳远第一名甘肃农业大学林学院春季运动会跳远第一名院级运动会跳远第二名甘肃农业大学林学院春季运动会跳远第二名院级三基知识竞赛三等奖甘肃农业大学三基知识竞赛三等奖校级三基知识竞赛团体奖甘肃农业大学三基知识竞赛团体二等奖校级实验室知识竞赛甘肃农业大学实验室安全知识竞赛二等奖校级,胡杨快繁技术的研究1.70%酒精20s和0.1%Hgcl5min为最佳消毒时间。 2.MS+0.1mg/l6-BA+0.05mg/l IAA促进丛生芽的形成且生长最佳。 3.1/2MS+0.2mg/l IAA 对促进生根最佳省市级,57.0,1.0,1.0,62.0,0.0,0.0
52,58,0.0,522.0,490.0,0.8775,西南大学奖学金2016-2017  校级三等奖学金校级西南大学奖学金22017-2018 校级三等奖学金校级园冶杯优秀志愿者第八届园冶杯国际竞赛评审会  优秀志愿者其他“名品彩叶杯”“名品彩叶杯”彩叶花园设计竞赛 最佳创意奖 （主创）省市级第十届园冶杯竞赛第十届园冶杯大学生国际竞赛 三等奖 （主创）国家级,nannannan,12.875000000000002,8.0,2.0,50.0,0.0,0.0
53,60,0.0,580.0,538.0,0.8874,国家励志奖学金nan国家级优秀学生一等奖nan校级优秀学生二等奖nan校级,nannannan,8.833333333333334,6.0,2.0,11.0,1.0,84.0
55,62,0.0,496.0,480.0,0.95,一等奖学金nan校级第十六届“挑战杯”山nan校级中房营奖学金nan院级社会实践优秀学生nan省市级第九届全国大学生“创nan校级校一等奖学金nan校级优秀学生干部nan校级,nannannan,45.5,2.0,1.0,37.0,0.0,0.0
56,63,0.0,541.0,570.0,0.8975,大学生英语竞赛二等奖nan国家级光电设计创新创业银奖nan省市级互联网+创新创业银奖nan省市级大学生综合素质A级证nan省市级BEC商务英语中级证书nan国家级,nannannan,9.727272727272727,11.0,1.0,51.0,0.0,0.0
57,64,0.0,445.0,0.0,0.9475,暑期社会实践积极分子在东北林业大学2018年暑期社会实践中表现优秀。校级北林夏令营优秀营员在2019年北京林业大学优秀学生暑期夏令营中，得优秀营员荣誉称号。校级,转BpCCR及BpGH3.5基因白桦优良株系选择在北京林业大学学报上以第一作者的身份发表论文《转BpGH3.5基因白桦优良株系选择》一篇。国家级,9.428571428571429,7.0,2.0,23.0,1.0,90.11
58,65,0.0,524.0,445.0,0.9525,“牵手”励学金荣获东北林业大学2017-2018学年度“牵手”励学金国家级三好学生在2017-2018学年，因各方面表现突出，被授予校级“三好学生”荣誉称号校级模范团干部在2017-2018学年度中，被评为“模范团干部”校级优秀团员在2018-2019学年度中，被评为“优秀团员”校级优秀读书笔记在林学院第一期“习近平新时代中国特色社会主义思想”学生骨干培训班中表现突出，荣获“优秀读书笔记”奖院级优秀部员被评为2016-2017学年度学生会“优秀部员”院级普通话等级二级甲等在普通话水平测试中，评定普通话等级为二级甲等国家级,mRNA 的纯化方法对文库质量的影响第三作者身份在期刊《分子植物育种》中发表题为“mRNA的纯化方法对文库质量的影响”的文章。其他白桦木质部原生质体制备反应体系研究nannan,11.0,6.0,2.0,23.0,1.0,93.1
59,66,0.0,559.0,554.0,0.9475,校级三好学生nan校级专业一等奖学金nan校级国家励志奖学金nan校级“互联网+”省级铜奖“互联网+”大学生创新创业大赛省级铜奖省市级大学生英语竞赛二等奖全国大学生英语竞赛C类二等奖国家级校三好大二学年校级三好学生校级世纪之星三等奖河北师范大学“世纪之星”英语阅读比赛，获得非专业组三等奖校级evc二等奖全国高校企业价值创造实战竞赛-校内赛二等奖校级挑战杯三等奖河北师范大学“挑战杯”课外学术科技作品竞赛，获得三等奖校级商务英语口语三等奖河北师范大学商务英语口语大赛，获得三等奖校级,《我国农产品现状、问题及建议》发表论文其他,38.0,1.0,1.0,13.0,0.0,0.0
61,68,1.0,540.0,0.0,0.8553000000000001,nannannan,nannannan,3.3666666666666667,30.0,2.0,11.0,1.0,89.05
62,70,0.0,545.0,466.0,0.98,校三好学生一等奖学金nan校级江苏山水集团奖学金nan校级仁孝京博奖学金nan校级社会实践奖nan校级18三好学生一等奖学金nan校级校优秀共青团员nan校级校优秀志愿者nan校级中山植物园优秀志愿者nan院级微观摄影大赛一等奖nan校级最美南农摄影比赛三等nan校级江苏省计算机二级优秀nan省市级普通话二级甲等nan省市级入党初心征文比赛优秀nan校级景观设计大赛优秀nan校级,江苏省古树名木时空分布与文化价值研究《江苏省文化树种认知情况及园林应用》（第一作者）已被《江苏农业科学》录用《江苏省不同区域古树名木分布特点研究》（第三作者）处于投稿阶段省市级,14.666666666666668,3.0,2.0,32.0,0.0,0.0
63,71,0.0,454.0,439.0,0.8160000000000001,校三好学生奖学金专业智育成绩第一校级互联网创新大赛一等奖通过对多肉植物装饰价值的再开发，将高观赏价值的多肉植物与不同材料和造型尺寸的器皿相结合，打造一系列以“造型简洁美观、养护方便、彰显个性”为特征的以多肉植物为主体的装饰物，力求拓宽生活装饰物的领域。校级插花比赛一等奖红粉白黄吐芳华，富丽堂皇尊贵花。感恩师如春风沐，祝愿东农更火红。火红的红掌，表达了我们对老师和母校浓浓的爱意；浓绿的马蔺，象征着我们的母校春意盎然，蒸蒸日上。各种花材错落有致，五彩缤纷，争相开放，形成如火如虹的气势，震人心魄。校级三下乡社会实践优秀奖新形势的干花，干果，干叶的附属品，以及适合与“干物语”建立合作的乡村。形成“干物语”团队—乡村产业链。根据“干物语”的技术特点以及研究方向，找到合适的，能提供原料，以及地区特色，特产的乡村进行合作，进行技术、创意产品的宣传，同时发展当地农村的经济。校级三下乡社会实践二等奖新形势的干花，干果，干叶的附属品，以及适合与“干物语”建立合作的乡村。形成“干物语”团队—乡村产业链。根据“干物语”的技术特点以及研究方向，找到合适的，能提供原料，以及地区特色，特产的乡村进行合作，进行技术、创意产品的宣传，同时发展当地农村的经济。院级普通话测试一级乙等nan国家级,《黑龙江省4种野生委陵菜抗旱性的比较研究》发表中文核心期刊《北方园艺》（已录用，待见刊）国家级《黑龙江省野生委陵菜资源收集及其抗逆性评价》仍在进行，目前被立为省级创新训练项目。省市级《密闭花卉工艺品产业化--格林屋有限责任公司》仍在进行，目前被立为省级创业训练项目。省市级,87.0,1.0,2.0,23.0,0.0,0.0
66,74,0.0,552.0,608.0,0.8300000000000001,北林心理研讨优异学员北京林业大学心理学系暑期研讨会优异学员院级京师杯三等奖北京师范大学2019年京师杯学术论文竞赛三等奖校级北师新生一等奖学金北京师范大学2016年度新生奖学金一等奖校级北师京师一等奖学金2016-2017年度北京师范大学京师奖学金一等奖校级,中国青少年外部依存性自尊的测量、发展及其作用机制顺利结项并获得“良好”的成绩，并于2018年参与发表了两篇中国心理学会第二十一届全国心理学学术会议的口头报告的文章。另有一篇文章获得了京师杯三等奖。其他,7.526315789473684,19.0,9.0,11.0,1.0,82.0
68,76,0.0,442.0,0.0,0.9033,nannannan,nannannan,90.0,1.0,1.0,12.0,0.0,0.0
70,78,0.0,565.0,433.0,0.8466,第六届全国大学生数字第六届全国大学生数字媒体科技作品及创意竞赛一等奖国家级北京高校大学生数字媒北京高校大学生数字媒体设计大赛互联网应用A类一等奖省市级华北五省及港澳台大学华北五省及港澳台大学生计算机应用大赛本科组三等奖国家级第一届中国模式识别与第一届中国模式识别与计算机视觉大会军事地面目标识别竞赛优秀团队奖省市级校级年度优秀学生奖学校级年度优秀学生奖学金三等奖校级校级年度优秀学生干部校级年度优秀学生干部（团委）校级校级学生军训优秀标兵校级学生军训优秀标兵校级,基于深度学习的湿地自然保护区水鸟识别系统项目获奖：第六届全国大学生数字媒体科技作品及创意竞赛一等奖；北京高校大学生数字媒体设计大赛互联网应用A类一等奖华北五省及港澳台大学生计算机应用大赛本科组三等奖；第一届中国模式识别与计算机视觉大会军事地面目标识别竞赛优秀奖；并申请通过了软件著作权国家级教改背景下的在线考试系统的研究考试系统按要求完成了程序开发，并通过了测试，项目已通过了验收结题。目前，项目已成功申报为云南省教学考研基金项目。省市级,9.833333333333332,6.0,2.0,11.0,0.0,0.0
71,79,0.0,555.0,535.0,0.9775,nannannan,nannannan,49.33333333333333,3.0,1.0,43.0,0.0,0.0
72,80,0.0,558.0,482.0,0.8797,第十届园冶杯二等奖参赛作品《蛛丝生长——石景山区模式口地区景观规划更新设计》获第十届园冶杯大学生国际竞赛二等奖省市级北京建造节二等奖作品《瞬间》获2017北京建造节二等奖省市级八角设计竞赛三等奖参赛作品《∞＞1见微·联结·社区微生活营造》获石景山区八角街道腾退空间再利用设计项目大赛三等奖校级校级三好学生被评为2017-2018年度校级三好学生校级校级优秀团员被评为2018-2019年度校级优秀团员校级优秀新媒体宣传金奖于学生会新闻部任副部长，在“玉兰杯”新闻奖评选中荣获优秀新媒体宣传金奖校级优秀宣传生活银奖于学生会新闻部任副部长，在“玉兰杯”新闻奖评选中荣获优秀优秀宣传生活银奖校级模型大赛二等奖模型作品《木心美术馆》获第十三届模型大赛大师组二等奖校级快题设计二等奖第三届快题设计大赛钢笔画组二等奖校级阅读与听力竞赛三等奖2016级大学生英语阅读与听力竞赛三等奖校级暑期社会实践优秀成果《留住“3+3”乡村小确幸》获2018暑期社会实践优秀成果奖校级,nannannan,20.0,1.0,1.0,11.0,0.0,0.0
73,81,0.0,524.0,523.0,0.858,国家奖学金nan国家级人民一等奖学金nan校级优秀大学生nan校级优秀团员nan校级优秀志愿者nan其他,nannannan,66.0,1.0,1.0,12.0,1.0,77.15
74,83,0.0,550.0,435.0,0.93,何康农业奖学金nan国家级四次专业一等奖学金nan校级校级“三好学生“共获三次校级“NEW YOUNG 凌”2018年第四届添爱杨凌景观小品设计大赛，获一等奖省市级校级休闲农园比赛2018年校级休闲农园比赛：“山居行”（获优胜奖）校级校级“十佳团员”nan校级校级插花艺术大赛获二等奖校级“优秀共青团干部”nan校级回访母校优秀团队nan校级校级篮球联赛第三名nan校级杨凌国际马拉松完赛证nan省市级访学结业证书美国俄克拉荷马州立大学风景园林结业证书其他三下乡社会实践三等奖赴陕西关中地区就湿地公园植物配置与设计调研校级社会实践先进个人nan校级优秀团员nan校级优秀学生干部nan校级新生越野赛第一名nan院级“最佳运动员”四院运动会院级国际马拉松优秀志愿者nan其他公派留学3个月赴加拿大阿尔伯塔大学进行3个月项目研究国家级实用新型专利园林景观苗木移栽装置国家级计算机二级等级证书nan国家级,西北农林科技大学户外公共空间设计要素对微气候热舒适nannanpH对欧洲报春花色形成的作用机理1.从花瓣内部环境和外部缓冲液环境两方面入手，初步探讨了pH值对欧洲报春不同花色形成的影响;2.分离到一个欧洲报春花pH值调控基因PvPH4nan,61.0,1.0,9.0,61.0,1.0,72.5
75,84,0.0,505.0,469.0,0.955,全国三维设计大赛获得全国三维数字化创新设计大赛四川省一等奖省市级全国大学生广告大赛获得全国第十届大学生广告艺术大赛四川省一等奖省市级服务外包创新创业大赛获得服务外包创新创业大赛优胜奖校级,双梯度钻井系统关键技术研究及应用完成了双梯度钻井系统关键技术的研究以及对天然气水合物钻采的虚拟仿真模拟国家级RCO废气处理设备设计设计研发的新型RCO废气处理设备大大提高了废气处理的效率以及工厂空间利用率其他儿童防溺水书包设计经过不断的材料选择，重量计算以及实地实验，成功设计出了不同型号应用于不同年龄段儿童的防溺水书包其他,41.5,2.0,1.0,51.0,0.0,0.0
76,85,0.0,519.0,556.0,0.9338,全国商业经营挑战赛实作为队长统筹整个比赛进程，比赛以展会的形式进行模拟国际贸易进出口的洽谈；谈判环节担任主谈，通过英语与公司中的谈判人员进行出口洽谈，国际贸易实务知识过硬。国家级未来国际商务谈判精英作为队长与主谈规划谈判小组的比赛，积极备赛。利用国际贸易谈判与经济法等综合类知识进行对真实的纠纷案例的深刻剖析，正确找准我方角色与立场，在同中国政法大学代表队的谈判过程中据理力争，最终取得类一等奖的好成绩省市级全国商业精英挑战赛商一等奖国家级全国外贸应用能力大赛个人及团队三等奖国家级北京市大学生节能节水北京市大学生节能节水低碳减排社会实践与科技竞赛优秀奖省市级全国大学生英语竞赛2019全国大学生英语竞赛（NECCS）C类二等奖国家级GMC国际企业管理挑战三等奖国家级,基于区间数的智能卡企业工人绩效考核指标体系设计完成了论文《基于区间数的智能卡企业工人绩效考核指标体系设计》国家级中国高等教育服务贸易问题研究《中国高等教育服务贸易竞争力分析》省市级互联网金融投资人利益保护机制研究张恒nan雄安新区建设中绿色金融发展的机遇和挑战《雄安新区的绿色金融风险控制体系分析》省市级,54.0,1.0,1.0,11.0,0.0,0.0
